Time (s)	Real (E)	Complex (E)
-1.242421789344956e-11	3.098027932210516e-13	8.676320717324376e-14
-1.2407221699333571e-11	1.4475264974942093e-13	-1.4804498399782603e-13
-1.2390225505217584e-11	-7.486881193910212e-14	2.6845324598095106e-14
-1.2373229311101596e-11	-7.362001638551662e-13	3.539349690178186e-13
-1.2356233116985608e-11	-3.886341533878771e-13	9.3751785250255e-14
-1.233923692286962e-11	4.0050588199437594e-13	7.644763198218906e-14
-1.2322240728753632e-11	-8.026301152201553e-13	1.4082402501635964e-13
-1.2305244534637644e-11	-2.767032093780111e-13	2.44211576458227e-13
-1.2288248340521656e-11	-8.06200695004961e-14	4.133862623096578e-15
-1.2271252146405668e-11	2.309640017032664e-13	3.256246058641847e-14
-1.225425595228968e-11	1.6710200012765012e-13	-4.3819077832805114e-14
-1.2237259758173692e-11	-1.447471239389382e-13	8.168356313770912e-14
-1.2220263564057705e-11	-8.157349218749662e-13	1.778807195448239e-13
-1.2203267369941717e-11	-2.596570497330476e-13	2.468770508589039e-14
-1.2186271175825729e-11	3.563405453617382e-13	7.20881289605755e-14
-1.2169274981709741e-11	-8.366712786754673e-13	2.0867078733143422e-13
-1.2152278787593753e-11	-2.4111781915948267e-13	2.6568559830788623e-13
-1.2135282593477765e-11	-1.1903418070675127e-13	-1.6349382681236052e-14
-1.2118286399361777e-11	1.3769096597399294e-13	-1.6133635338824245e-14
-1.210129020524579e-11	1.6647106004883297e-13	5.055900221293746e-14
-1.2084294011129801e-11	-2.1729235570982604e-13	1.1396668536963713e-13
-1.2067297817013814e-11	-8.555904323476163e-13	7.367615648994833e-15
-1.2050301622897826e-11	-1.3395343747218064e-13	-7.37407812153083e-15
-1.2033305428781838e-11	2.9573473842452125e-13	6.501323083325827e-14
-1.201630923466585e-11	-8.16737137539915e-13	2.7110726943762406e-13
-1.1999313040549862e-11	-2.4325656075311546e-13	2.6866142223520394e-13
-1.1982316846433874e-11	-1.7091164783628905e-13	-6.321657991195442e-14
-1.1965320652317886e-11	3.3265468613506424e-14	-5.602133993531692e-14
-1.1948324458201898e-11	1.4417003743371193e-13	1.2776892564136833e-13
-1.193132826408591e-11	-2.826546647526617e-13	1.3066883498541617e-13
-1.1914332069969923e-11	-8.695672970359721e-13	-1.405300103355545e-13
-1.1897335875853935e-11	-2.4817492503184028e-14	-5.181407322753291e-15
-1.1880339681737947e-11	2.4910106081100087e-13	5.86948155343975e-14
-1.1863343487621959e-11	-7.635767139458508e-13	3.168536887618303e-13
