Time (s)	Real (E)	Complex (E)
-2.6344100874443643e-11	-6.861016461099348e-14	3.385515236401406e-13
-2.6327104680327655e-11	2.6592968388198353e-14	2.3264626208961995e-13
-2.6310108486211667e-11	1.7957833128863555e-13	1.2339547380154378e-13
-2.629311229209568e-11	2.5197298746112877e-13	3.890310328876705e-14
-2.627611609797969e-11	1.4957499920100396e-13	-9.501261731904735e-14
-2.6259119903863703e-11	-8.711844756618583e-14	-3.0235148613176624e-13
-2.6242123709747715e-11	-2.8443227026122705e-13	-4.4614051559825507e-13
-2.6225127515631728e-11	-3.020775995444787e-13	-4.483808667735267e-13
-2.620813132151574e-11	-1.50493834335227e-13	-3.7614769413650403e-13
-2.6191135127399752e-11	6.280364406368901e-14	-2.345967670705975e-13
-2.6174138933283764e-11	1.834737275071412e-13	1.2303773594439552e-14
-2.6157142739167776e-11	1.2504092317634223e-13	2.574550193178512e-13
-2.6140146545051788e-11	-1.187802437386915e-14	3.6591537659360563e-13
-2.61231503509358e-11	-7.125456373459932e-14	3.353187372570521e-13
-2.6106154156819812e-11	-2.5395827853128106e-15	2.2864984691214876e-13
-2.6089157962703824e-11	1.3021203930528006e-13	1.3023683794121538e-13
-2.6072161768587837e-11	1.9470430549085109e-13	7.783960258242033e-14
-2.605516557447185e-11	9.641356433573065e-14	-2.4503258319971566e-14
-2.603816938035586e-11	-1.2976974977066422e-13	-2.305926746370652e-13
-2.6021173186239873e-11	-3.1618638981893665e-13	-4.116207062387497e-13
-2.6004176992123885e-11	-3.223504748127199e-13	-4.686923304389152e-13
-2.5987180798007897e-11	-1.530914952194276e-13	-4.4059651632671484e-13
-2.597018460389191e-11	8.025818467811322e-14	-3.213336609059802e-13
-2.595318840977592e-11	2.1232551709634476e-13	-7.336899795058357e-14
-2.5936192215659933e-11	1.5570328894035082e-13	1.9724696423445995e-13
-2.5919196021543945e-11	1.58401514109193e-14	3.388972979275039e-13
-2.5902199827427958e-11	-5.21927779834054e-14	3.300806103451695e-13
-2.588520363331197e-11	-5.629868962652904e-15	2.3508691350570077e-13
-2.5868207439195982e-11	9.283780372682277e-14	1.479154335074574e-13
-2.5851211245079994e-11	1.3307938014538316e-13	1.15878420527497e-13
-2.5834215050964006e-11	3.7030236529947084e-14	3.842258500567785e-14
-2.5817218856848018e-11	-1.69538721047247e-13	-1.615128495904292e-13
-2.580022266273203e-11	-3.3832195884517717e-13	-3.7088597845003275e-13
-2.5783226468616042e-11	-3.3236594504379914e-13	-4.721333366256392e-13
-2.5766230274500054e-11	-1.4810557857971456e-13	-4.747315196551897e-13
-2.5749234080384067e-11	9.887488122400749e-14	-3.727231030313034e-13
-2.573223788626808e-11	2.3393212127469594e-13	-1.3581867338097905e-13
-2.571524169215209e-11	1.7919603669923744e-13	1.4098418051202488e-13
-2.5698245498036103e-11	4.870952874373901e-14	3.0318009199856883e-13
-2.5681249303920115e-11	-1.1848447476995349e-14	3.1557890313881254e-13
-2.5664253109804127e-11	1.9700279271229045e-14	2.415818011256461e-13
-2.564725691568814e-11	7.451678745799137e-14	1.7042043138972836e-13
-2.563026072157215e-11	7.720017659842806e-14	1.5325194614535043e-13
-2.5613264527456163e-11	-1.6338574649991277e-14	9.765110954204182e-14
-2.5596268333340176e-11	-1.9299448177058974e-13	-9.055405030549398e-14
-2.5579272139224188e-11	-3.402686658654523e-13	-3.2008442053131387e-13
-2.55622759451082e-11	-3.300973230023331e-13	-4.567080167764089e-13
-2.5545279750992212e-11	-1.4326115353378716e-13	-4.779860222801183e-13
-2.5528283556876224e-11	1.0645813569957826e-13	-3.8487649443813846e-13
-2.5511287362760236e-11	2.3906074943624145e-13	-1.6594896799839739e-13
-2.5494291168644248e-11	1.9113861861524132e-13	9.700601443217888e-14
-2.547729497452826e-11	8.225715656088332e-14	2.6060424223609893e-13
-2.5460298780412272e-11	4.03447445925151e-14	2.849711399558584e-13
-2.5443302586296285e-11	6.380838450633973e-14	2.348359381592615e-13
-2.5426306392180297e-11	7.420877536900878e-14	1.8621321996125158e-13
-2.540931019806431e-11	3.5430909559324736e-14	1.8497379371886303e-13
-2.539231400394832e-11	-5.091760111626295e-14	1.529671510845742e-13
-2.5375317809832333e-11	-1.8701228175726597e-13	-1.6015922556986046e-14
-2.5358321615716345e-11	-3.10634258802079e-13	-2.5825349013717794e-13
-2.5341325421600357e-11	-3.0898803431958653e-13	-4.255082311621707e-13
-2.532432922748437e-11	-1.397197065186128e-13	-4.586834197109497e-13
-2.530733303336838e-11	9.707524752673562e-14	-3.6466937570804777e-13
-2.5290336839252393e-11	2.2283175095865835e-13	-1.6194191075526216e-13
-2.5273340645136406e-11	1.8826492859238841e-13	7.242470793331926e-14
-2.5256344451020418e-11	1.0985905314503267e-13	2.163709579618627e-13
-2.523934825690443e-11	8.991914311769015e-14	2.381826874131295e-13
-2.5222352062788442e-11	1.0880753858478044e-13	2.0819280573130262e-13
-2.5205355868672454e-11	8.276337309453772e-14	1.8572144731015195e-13
-2.5188359674556466e-11	9.83595596082661e-15	2.0314803526733386e-13
-2.5171363480440478e-11	-6.191924542040005e-14	1.9845253934941263e-13
-2.515436728632449e-11	-1.4943918222933858e-13	5.785861920156134e-14
-2.5137371092208502e-11	-2.4757461817103614e-13	-1.8867376857880885e-13
-2.5120374898092515e-11	-2.64872634947321e-13	-3.851602545195214e-13
-2.5103378703976527e-11	-1.330024787529542e-13	-4.302737414947745e-13
-2.508638250986054e-11	7.386993156608533e-14	-3.271400704971223e-13
-2.506938631574455e-11	1.8817980998584002e-13	-1.3033080434196082e-13
-2.5052390121628563e-11	1.7123202806653178e-13	7.127154228639527e-14
-2.5035393927512575e-11	1.2627744555012463e-13	1.7882603441865313e-13
-2.5018397733396587e-11	1.243639254102941e-13	1.833552637491114e-13
-2.50014015392806e-11	1.3831312880220256e-13	1.6572869834797723e-13
-2.498440534516461e-11	8.919059167948275e-14	1.6690770810520524e-13
-2.4967409151048624e-11	-2.6518419145215537e-15	2.0162117188085178e-13
-2.4950412956932636e-11	-5.453738775910788e-14	2.253356893573078e-13
-2.4933416762816648e-11	-9.379679059197609e-14	1.2236801882050892e-13
-2.491642056870066e-11	-1.6599957145419287e-13	-1.1671167165922455e-13
-2.4899424374584672e-11	-2.0442065083938733e-13	-3.3998582954037576e-13
-2.4882428180468684e-11	-1.1983784377213467e-13	-4.0258444197387023e-13
-2.4865431986352696e-11	4.538927632510814e-14	-2.879522796440992e-13
-2.4848435792236708e-11	1.4399708347395073e-13	-8.349474243322063e-14
-2.483143959812072e-11	1.4440892960566933e-13	9.235810838626085e-14
-2.4814443404004733e-11	1.2939597260839485e-13	1.5589710684689065e-13
-2.4797447209888745e-11	1.382102865466431e-13	1.32323996694757e-13
-2.4780451015772757e-11	1.4552416468352675e-13	1.1859327155097353e-13
